Unnamed: 0,Area,Item,Year,hg/ha_yield,Avg_rain,pesticides_tonnes,avg_temp,country_no
26644,Turkey,RicePaddy,1994,50554,593,24219.0,14.88,94
26645,Turkey,RicePaddy,1994,50554,593,24219.0,18.35,94
26646,Turkey,Soybeans,1994,24138,593,24219.0,19.76,94
26647,Turkey,Soybeans,1994,24138,593,24219.0,11.7,94
26648,Turkey,Soybeans,1994,24138,593,24219.0,12.83,94
26649,Turkey,Soybeans,1994,24138,593,24219.0,14.88,94
26650,Turkey,Soybeans,1994,24138,593,24219.0,18.35,94
26651,Turkey,Wheat,1994,17975,593,24219.0,19.76,94
26652,Turkey,Wheat,1994,17975,593,24219.0,11.7,94
26653,Turkey,Wheat,1994,17975,593,24219.0,12.83,94
26654,Turkey,Wheat,1994,17975,593,24219.0,14.88,94
26655,Turkey,Wheat,1994,17975,593,24219.0,18.35,94
26656,Turkey,Maize,1995,37322,593,27328.0,19.15,94
26657,Turkey,Maize,1995,37322,593,27328.0,10.93,94
26658,Turkey,Maize,1995,37322,593,27328.0,12.06,94
26659,Turkey,Maize,1995,37322,593,27328.0,14.14,94
26660,Turkey,Maize,1995,37322,593,27328.0,17.64,94
26661,Turkey,Potatoes,1995,237707,593,27328.0,19.15,94
26662,Turkey,Potatoes,1995,237707,593,27328.0,10.93,94
26663,Turkey,Potatoes,1995,237707,593,27328.0,12.06,94
26664,Turkey,Potatoes,1995,237707,593,27328.0,14.14,94
26665,Turkey,Potatoes,1995,237707,593,27328.0,17.64,94
26666,Turkey,RicePaddy,1995,50045,593,27328.0,19.15,94
26667,Turkey,RicePaddy,1995,50045,593,27328.0,10.93,94
26668,Turkey,RicePaddy,1995,50045,593,27328.0,12.06,94
26669,Turkey,RicePaddy,1995,50045,593,27328.0,14.14,94
26670,Turkey,RicePaddy,1995,50045,593,27328.0,17.64,94
26671,Turkey,Soybeans,1995,24194,593,27328.0,19.15,94
26672,Turkey,Soybeans,1995,24194,593,27328.0,10.93,94
26673,Turkey,Soybeans,1995,24194,593,27328.0,12.06,94
26674,Turkey,Soybeans,1995,24194,593,27328.0,14.14,94
26675,Turkey,Soybeans,1995,24194,593,27328.0,17.64,94
26676,Turkey,Wheat,1995,19315,593,27328.0,19.15,94
26677,Turkey,Wheat,1995,19315,593,27328.0,10.93,94
26678,Turkey,Wheat,1995,19315,593,27328.0,12.06,94
26679,Turkey,Wheat,1995,19315,593,27328.0,14.14,94
26680,Turkey,Wheat,1995,19315,593,27328.0,17.64,94
26681,Turkey,Maize,1996,36396,593,30286.0,19.47,94
26682,Turkey,Maize,1996,36396,593,30286.0,11.29,94
26683,Turkey,Maize,1996,36396,593,30286.0,11.92,94
26684,Turkey,Maize,1996,36396,593,30286.0,13.77,94
26685,Turkey,Maize,1996,36396,593,30286.0,17.49,94
26686,Turkey,Potatoes,1996,235756,593,30286.0,19.47,94
26687,Turkey,Potatoes,1996,235756,593,30286.0,11.29,94
26688,Turkey,Potatoes,1996,235756,593,30286.0,11.92,94
26689,Turkey,Potatoes,1996,235756,593,30286.0,13.77,94
26690,Turkey,Potatoes,1996,235756,593,30286.0,17.49,94
26691,Turkey,RicePaddy,1996,51114,593,30286.0,19.47,94
26692,Turkey,RicePaddy,1996,51114,593,30286.0,11.29,94
26693,Turkey,RicePaddy,1996,51114,593,30286.0,11.92,94
26694,Turkey,RicePaddy,1996,51114,593,30286.0,13.77,94
26695,Turkey,RicePaddy,1996,51114,593,30286.0,17.49,94
26696,Turkey,Soybeans,1996,24390,593,30286.0,19.47,94
26697,Turkey,Soybeans,1996,24390,593,30286.0,11.29,94
26698,Turkey,Soybeans,1996,24390,593,30286.0,11.92,94
26699,Turkey,Soybeans,1996,24390,593,30286.0,13.77,94
26700,Turkey,Soybeans,1996,24390,593,30286.0,17.49,94
26701,Turkey,Wheat,1996,19852,593,30286.0,19.47,94
26702,Turkey,Wheat,1996,19852,593,30286.0,11.29,94
26703,Turkey,Wheat,1996,19852,593,30286.0,11.92,94
26704,Turkey,Wheat,1996,19852,593,30286.0,13.77,94
26705,Turkey,Wheat,1996,19852,593,30286.0,17.49,94
26706,Turkey,Maize,1997,38247,593,34431.0,18.65,94
26707,Turkey,Maize,1997,38247,593,34431.0,10.13,94
26708,Turkey,Maize,1997,38247,593,34431.0,11.34,94
26709,Turkey,Maize,1997,38247,593,34431.0,13.16,94
26710,Turkey,Maize,1997,38247,593,34431.0,17.2,94
26711,Turkey,Potatoes,1997,241821,593,34431.0,18.65,94
26712,Turkey,Potatoes,1997,241821,593,34431.0,10.13,94
26713,Turkey,Potatoes,1997,241821,593,34431.0,11.34,94
26714,Turkey,Potatoes,1997,241821,593,34431.0,13.16,94
26715,Turkey,Potatoes,1997,241821,593,34431.0,17.2,94
26716,Turkey,RicePaddy,1997,50005,593,34431.0,18.65,94
26717,Turkey,RicePaddy,1997,50005,593,34431.0,10.13,94
26718,Turkey,RicePaddy,1997,50005,593,34431.0,11.34,94
26719,Turkey,RicePaddy,1997,50005,593,34431.0,13.16,94
26720,Turkey,RicePaddy,1997,50005,593,34431.0,17.2,94
26721,Turkey,Soybeans,1997,21053,593,34431.0,18.65,94
26722,Turkey,Soybeans,1997,21053,593,34431.0,10.13,94
26723,Turkey,Soybeans,1997,21053,593,34431.0,11.34,94
26724,Turkey,Soybeans,1997,21053,593,34431.0,13.16,94
26725,Turkey,Soybeans,1997,21053,593,34431.0,17.2,94
26726,Turkey,Wheat,1997,20174,593,34431.0,18.65,94
26727,Turkey,Wheat,1997,20174,593,34431.0,10.13,94
26728,Turkey,Wheat,1997,20174,593,34431.0,11.34,94
26729,Turkey,Wheat,1997,20174,593,34431.0,13.16,94
26730,Turkey,Wheat,1997,20174,593,34431.0,17.2,94
26731,Turkey,Maize,1998,42192,593,30162.0,19.92,94
26732,Turkey,Maize,1998,42192,593,30162.0,11.72,94
26733,Turkey,Maize,1998,42192,593,30162.0,12.56,94
26734,Turkey,Maize,1998,42192,593,30162.0,14.48,94
26735,Turkey,Maize,1998,42192,593,30162.0,18.08,94
26736,Turkey,Potatoes,1998,258890,593,30162.0,19.92,94
26737,Turkey,Potatoes,1998,258890,593,30162.0,11.72,94
26738,Turkey,Potatoes,1998,258890,593,30162.0,12.56,94
26739,Turkey,Potatoes,1998,258890,593,30162.0,14.48,94
26740,Turkey,Potatoes,1998,258890,593,30162.0,18.08,94
26741,Turkey,RicePaddy,1998,52601,593,30162.0,19.92,94
26742,Turkey,RicePaddy,1998,52601,593,30162.0,11.72,94
26743,Turkey,RicePaddy,1998,52601,593,30162.0,12.56,94
26744,Turkey,RicePaddy,1998,52601,593,30162.0,14.48,94
26745,Turkey,RicePaddy,1998,52601,593,30162.0,18.08,94
26746,Turkey,Soybeans,1998,26087,593,30162.0,19.92,94
26747,Turkey,Soybeans,1998,26087,593,30162.0,11.72,94
26748,Turkey,Soybeans,1998,26087,593,30162.0,12.56,94
26749,Turkey,Soybeans,1998,26087,593,30162.0,14.48,94
26750,Turkey,Soybeans,1998,26087,593,30162.0,18.08,94
26751,Turkey,Wheat,1998,22564,593,30162.0,19.92,94
26752,Turkey,Wheat,1998,22564,593,30162.0,11.72,94
26753,Turkey,Wheat,1998,22564,593,30162.0,12.56,94
26754,Turkey,Wheat,1998,22564,593,30162.0,14.48,94
26755,Turkey,Wheat,1998,22564,593,30162.0,18.08,94
26756,Turkey,Maize,1999,44376,593,33089.0,20.02,94
26757,Turkey,Maize,1999,44376,593,33089.0,11.69,94
26758,Turkey,Maize,1999,44376,593,33089.0,13.02,94
26759,Turkey,Maize,1999,44376,593,33089.0,15.0,94
26760,Turkey,Maize,1999,44376,593,33089.0,18.74,94
26761,Turkey,Potatoes,1999,272975,593,33089.0,20.02,94
26762,Turkey,Potatoes,1999,272975,593,33089.0,11.69,94
26763,Turkey,Potatoes,1999,272975,593,33089.0,13.02,94
26764,Turkey,Potatoes,1999,272975,593,33089.0,15.0,94
26765,Turkey,Potatoes,1999,272975,593,33089.0,18.74,94
26766,Turkey,RicePaddy,1999,52321,593,33089.0,20.02,94
26767,Turkey,RicePaddy,1999,52321,593,33089.0,11.69,94
26768,Turkey,RicePaddy,1999,52321,593,33089.0,13.02,94
26769,Turkey,RicePaddy,1999,52321,593,33089.0,15.0,94
26770,Turkey,RicePaddy,1999,52321,593,33089.0,18.74,94
26771,Turkey,Soybeans,1999,27500,593,33089.0,20.02,94
26772,Turkey,Soybeans,1999,27500,593,33089.0,11.69,94
26773,Turkey,Soybeans,1999,27500,593,33089.0,13.02,94
26774,Turkey,Soybeans,1999,27500,593,33089.0,15.0,94
26775,Turkey,Soybeans,1999,27500,593,33089.0,18.74,94
26776,Turkey,Wheat,1999,19409,593,33089.0,20.02,94
26777,Turkey,Wheat,1999,19409,593,33089.0,11.69,94
26778,Turkey,Wheat,1999,19409,593,33089.0,13.02,94
26779,Turkey,Wheat,1999,19409,593,33089.0,15.0,94
26780,Turkey,Wheat,1999,19409,593,33089.0,18.74,94
26781,Turkey,Maize,2000,41605,593,33471.0,19.33,94
26782,Turkey,Maize,2000,41605,593,33471.0,10.39,94
26783,Turkey,Maize,2000,41605,593,33471.0,12.03,94
26784,Turkey,Maize,2000,41605,593,33471.0,14.29,94
26785,Turkey,Maize,2000,41605,593,33471.0,17.97,94
26786,Turkey,Potatoes,2000,263762,593,33471.0,19.33,94
26787,Turkey,Potatoes,2000,263762,593,33471.0,10.39,94
26788,Turkey,Potatoes,2000,263762,593,33471.0,12.03,94
26789,Turkey,Potatoes,2000,263762,593,33471.0,14.29,94
26790,Turkey,Potatoes,2000,263762,593,33471.0,17.97,94
26791,Turkey,RicePaddy,2000,60492,593,33471.0,19.33,94
26792,Turkey,RicePaddy,2000,60492,593,33471.0,10.39,94
26793,Turkey,RicePaddy,2000,60492,593,33471.0,12.03,94
26794,Turkey,RicePaddy,2000,60492,593,33471.0,14.29,94
26795,Turkey,RicePaddy,2000,60492,593,33471.0,17.97,94
26796,Turkey,Soybeans,2000,29667,593,33471.0,19.33,94
26797,Turkey,Soybeans,2000,29667,593,33471.0,10.39,94
26798,Turkey,Soybeans,2000,29667,593,33471.0,12.03,94
26799,Turkey,Soybeans,2000,29667,593,33471.0,14.29,94
26800,Turkey,Soybeans,2000,29667,593,33471.0,17.97,94
26801,Turkey,Wheat,2000,22928,593,33471.0,19.33,94
26802,Turkey,Wheat,2000,22928,593,33471.0,10.39,94
26803,Turkey,Wheat,2000,22928,593,33471.0,12.03,94
26804,Turkey,Wheat,2000,22928,593,33471.0,14.29,94
26805,Turkey,Wheat,2000,22928,593,33471.0,17.97,94
26806,Turkey,Maize,2001,40063,593,25539.0,20.09,94
26807,Turkey,Maize,2001,40063,593,25539.0,12.32,94
26808,Turkey,Maize,2001,40063,593,25539.0,13.16,94
26809,Turkey,Maize,2001,40063,593,25539.0,15.11,94
26810,Turkey,Maize,2001,40063,593,25539.0,18.63,94
26811,Turkey,Potatoes,2001,250409,593,25539.0,20.09,94
26812,Turkey,Potatoes,2001,250409,593,25539.0,12.32,94
26813,Turkey,Potatoes,2001,250409,593,25539.0,13.16,94
26814,Turkey,Potatoes,2001,250409,593,25539.0,15.11,94
26815,Turkey,Potatoes,2001,250409,593,25539.0,18.63,94
26816,Turkey,RicePaddy,2001,61017,593,25539.0,20.09,94
26817,Turkey,RicePaddy,2001,61017,593,25539.0,12.32,94
26818,Turkey,RicePaddy,2001,61017,593,25539.0,13.16,94
26819,Turkey,RicePaddy,2001,61017,593,25539.0,15.11,94
26820,Turkey,RicePaddy,2001,61017,593,25539.0,18.63,94
26821,Turkey,Soybeans,2001,33064,593,25539.0,20.09,94
26822,Turkey,Soybeans,2001,33064,593,25539.0,12.32,94
26823,Turkey,Soybeans,2001,33064,593,25539.0,13.16,94
26824,Turkey,Soybeans,2001,33064,593,25539.0,15.11,94
26825,Turkey,Soybeans,2001,33064,593,25539.0,18.63,94
26826,Turkey,Wheat,2001,20765,593,25539.0,20.09,94
26827,Turkey,Wheat,2001,20765,593,25539.0,12.32,94
26828,Turkey,Wheat,2001,20765,593,25539.0,13.16,94
26829,Turkey,Wheat,2001,20765,593,25539.0,15.11,94
26830,Turkey,Wheat,2001,20765,593,25539.0,18.63,94
26831,Turkey,Maize,2002,42163,593,27915.0,19.54,94
26832,Turkey,Maize,2002,42163,593,27915.0,10.81,94
26833,Turkey,Maize,2002,42163,593,27915.0,12.24,94
26834,Turkey,Maize,2002,42163,593,27915.0,14.51,94
26835,Turkey,Maize,2002,42163,593,27915.0,18.18,94
26836,Turkey,Potatoes,2002,262966,593,27915.0,19.54,94
26837,Turkey,Potatoes,2002,262966,593,27915.0,10.81,94
26838,Turkey,Potatoes,2002,262966,593,27915.0,12.24,94
26839,Turkey,Potatoes,2002,262966,593,27915.0,14.51,94
26840,Turkey,Potatoes,2002,262966,593,27915.0,18.18,94
26841,Turkey,RicePaddy,2002,60192,593,27915.0,19.54,94
26842,Turkey,RicePaddy,2002,60192,593,27915.0,10.81,94
26843,Turkey,RicePaddy,2002,60192,593,27915.0,12.24,94
26844,Turkey,RicePaddy,2002,60192,593,27915.0,14.51,94
26845,Turkey,RicePaddy,2002,60192,593,27915.0,18.18,94
26846,Turkey,Soybeans,2002,29412,593,27915.0,19.54,94
26847,Turkey,Soybeans,2002,29412,593,27915.0,10.81,94
26848,Turkey,Soybeans,2002,29412,593,27915.0,12.24,94
26849,Turkey,Soybeans,2002,29412,593,27915.0,14.51,94
26850,Turkey,Soybeans,2002,29412,593,27915.0,18.18,94
26851,Turkey,Wheat,2002,21006,593,27915.0,19.54,94
26852,Turkey,Wheat,2002,21006,593,27915.0,10.81,94
26853,Turkey,Wheat,2002,21006,593,27915.0,12.24,94
26854,Turkey,Wheat,2002,21006,593,27915.0,14.51,94
26855,Turkey,Wheat,2002,21006,593,27915.0,18.18,94
26856,Turkey,Maize,2004,55076,593,28831.0,19.48,94
26857,Turkey,Maize,2004,55076,593,28831.0,10.99,94
26858,Turkey,Maize,2004,55076,593,28831.0,12.26,94
26859,Turkey,Maize,2004,55076,593,28831.0,14.23,94
26860,Turkey,Maize,2004,55076,593,28831.0,17.97,94
26861,Turkey,Potatoes,2004,268306,593,28831.0,19.48,94
26862,Turkey,Potatoes,2004,268306,593,28831.0,10.99,94
26863,Turkey,Potatoes,2004,268306,593,28831.0,12.26,94
26864,Turkey,Potatoes,2004,268306,593,28831.0,14.23,94
26865,Turkey,Potatoes,2004,268306,593,28831.0,17.97,94
26866,Turkey,RicePaddy,2004,70010,593,28831.0,19.48,94
26867,Turkey,RicePaddy,2004,70010,593,28831.0,10.99,94
26868,Turkey,RicePaddy,2004,70010,593,28831.0,12.26,94
26869,Turkey,RicePaddy,2004,70010,593,28831.0,14.23,94
26870,Turkey,RicePaddy,2004,70010,593,28831.0,17.97,94
26871,Turkey,Sorghum,2004,23333,593,28831.0,19.48,94
26872,Turkey,Sorghum,2004,23333,593,28831.0,10.99,94
26873,Turkey,Sorghum,2004,23333,593,28831.0,12.26,94
26874,Turkey,Sorghum,2004,23333,593,28831.0,14.23,94
26875,Turkey,Sorghum,2004,23333,593,28831.0,17.97,94
26876,Turkey,Soybeans,2004,35714,593,28831.0,19.48,94
26877,Turkey,Soybeans,2004,35714,593,28831.0,10.99,94
26878,Turkey,Soybeans,2004,35714,593,28831.0,12.26,94
26879,Turkey,Soybeans,2004,35714,593,28831.0,14.23,94
26880,Turkey,Soybeans,2004,35714,593,28831.0,17.97,94
26881,Turkey,Wheat,2004,22658,593,28831.0,19.48,94
26882,Turkey,Wheat,2004,22658,593,28831.0,10.99,94
26883,Turkey,Wheat,2004,22658,593,28831.0,12.26,94
26884,Turkey,Wheat,2004,22658,593,28831.0,14.23,94
26885,Turkey,Wheat,2004,22658,593,28831.0,17.97,94
26886,Turkey,Maize,2005,70000,593,40332.0,19.44,94
26887,Turkey,Maize,2005,70000,593,40332.0,11.24,94
26888,Turkey,Maize,2005,70000,593,40332.0,12.2,94
26889,Turkey,Maize,2005,70000,593,40332.0,14.23,94
26890,Turkey,Maize,2005,70000,593,40332.0,17.78,94
26891,Turkey,Potatoes,2005,266540,593,40332.0,19.44,94
26892,Turkey,Potatoes,2005,266540,593,40332.0,11.24,94
26893,Turkey,Potatoes,2005,266540,593,40332.0,12.2,94
26894,Turkey,Potatoes,2005,266540,593,40332.0,14.23,94
26895,Turkey,Potatoes,2005,266540,593,40332.0,17.78,94
26896,Turkey,RicePaddy,2005,70664,593,40332.0,19.44,94
26897,Turkey,RicePaddy,2005,70664,593,40332.0,11.24,94
26898,Turkey,RicePaddy,2005,70664,593,40332.0,12.2,94
26899,Turkey,RicePaddy,2005,70664,593,40332.0,14.23,94
26900,Turkey,RicePaddy,2005,70664,593,40332.0,17.78,94
26901,Turkey,Sorghum,2005,23256,593,40332.0,19.44,94
26902,Turkey,Sorghum,2005,23256,593,40332.0,11.24,94
26903,Turkey,Sorghum,2005,23256,593,40332.0,12.2,94
26904,Turkey,Sorghum,2005,23256,593,40332.0,14.23,94
26905,Turkey,Sorghum,2005,23256,593,40332.0,17.78,94
26906,Turkey,Soybeans,2005,33721,593,40332.0,19.44,94
26907,Turkey,Soybeans,2005,33721,593,40332.0,11.24,94
26908,Turkey,Soybeans,2005,33721,593,40332.0,12.2,94
26909,Turkey,Soybeans,2005,33721,593,40332.0,14.23,94
26910,Turkey,Soybeans,2005,33721,593,40332.0,17.78,94
26911,Turkey,Wheat,2005,23309,593,40332.0,19.44,94
26912,Turkey,Wheat,2005,23309,593,40332.0,11.24,94
26913,Turkey,Wheat,2005,23309,593,40332.0,12.2,94
26914,Turkey,Wheat,2005,23309,593,40332.0,14.23,94
26915,Turkey,Wheat,2005,23309,593,40332.0,17.78,94
26916,Turkey,Maize,2006,72139,593,27421.0,19.44,94
26917,Turkey,Maize,2006,72139,593,27421.0,11.12,94
26918,Turkey,Maize,2006,72139,593,27421.0,11.96,94
26919,Turkey,Maize,2006,72139,593,27421.0,14.11,94
26920,Turkey,Maize,2006,72139,593,27421.0,17.71,94
26921,Turkey,Potatoes,2006,276077,593,27421.0,19.44,94
26922,Turkey,Potatoes,2006,276077,593,27421.0,11.12,94
26923,Turkey,Potatoes,2006,276077,593,27421.0,11.96,94
26924,Turkey,Potatoes,2006,276077,593,27421.0,14.11,94
26925,Turkey,Potatoes,2006,276077,593,27421.0,17.71,94
26926,Turkey,RicePaddy,2006,70273,593,27421.0,19.44,94
26927,Turkey,RicePaddy,2006,70273,593,27421.0,11.12,94
26928,Turkey,RicePaddy,2006,70273,593,27421.0,11.96,94
26929,Turkey,RicePaddy,2006,70273,593,27421.0,14.11,94
26930,Turkey,RicePaddy,2006,70273,593,27421.0,17.71,94
26931,Turkey,Sorghum,2006,26023,593,27421.0,19.44,94
26932,Turkey,Sorghum,2006,26023,593,27421.0,11.12,94
26933,Turkey,Sorghum,2006,26023,593,27421.0,11.96,94
26934,Turkey,Sorghum,2006,26023,593,27421.0,14.11,94
26935,Turkey,Sorghum,2006,26023,593,27421.0,17.71,94
26936,Turkey,Soybeans,2006,39688,593,27421.0,19.44,94
26937,Turkey,Soybeans,2006,39688,593,27421.0,11.12,94
26938,Turkey,Soybeans,2006,39688,593,27421.0,11.96,94
26939,Turkey,Soybeans,2006,39688,593,27421.0,14.11,94
26940,Turkey,Soybeans,2006,39688,593,27421.0,17.71,94
26941,Turkey,Wheat,2006,23595,593,27421.0,19.44,94
26942,Turkey,Wheat,2006,23595,593,27421.0,11.12,94
26943,Turkey,Wheat,2006,23595,593,27421.0,11.96,94
26944,Turkey,Wheat,2006,23595,593,27421.0,14.11,94
26945,Turkey,Wheat,2006,23595,593,27421.0,17.71,94
26946,Turkey,Maize,2007,68381,593,48715.51,19.82,94
26947,Turkey,Maize,2007,68381,593,48715.51,11.87,94
26948,Turkey,Maize,2007,68381,593,48715.51,12.91,94
26949,Turkey,Maize,2007,68381,593,48715.51,14.98,94
26950,Turkey,Maize,2007,68381,593,48715.51,18.6,94
26951,Turkey,Potatoes,2007,276422,593,48715.51,19.82,94
26952,Turkey,Potatoes,2007,276422,593,48715.51,11.87,94
26953,Turkey,Potatoes,2007,276422,593,48715.51,12.91,94
26954,Turkey,Potatoes,2007,276422,593,48715.51,14.98,94
26955,Turkey,Potatoes,2007,276422,593,48715.51,18.6,94
26956,Turkey,RicePaddy,2007,69084,593,48715.51,19.82,94
26957,Turkey,RicePaddy,2007,69084,593,48715.51,11.87,94
26958,Turkey,RicePaddy,2007,69084,593,48715.51,12.91,94
26959,Turkey,RicePaddy,2007,69084,593,48715.51,14.98,94
26960,Turkey,RicePaddy,2007,69084,593,48715.51,18.6,94
26961,Turkey,Sorghum,2007,32222,593,48715.51,19.82,94
26962,Turkey,Sorghum,2007,32222,593,48715.51,11.87,94
26963,Turkey,Sorghum,2007,32222,593,48715.51,12.91,94
26964,Turkey,Sorghum,2007,32222,593,48715.51,14.98,94
26965,Turkey,Sorghum,2007,32222,593,48715.51,18.6,94
26966,Turkey,Soybeans,2007,35350,593,48715.51,19.82,94
26967,Turkey,Soybeans,2007,35350,593,48715.51,11.87,94
26968,Turkey,Soybeans,2007,35350,593,48715.51,12.91,94
26969,Turkey,Soybeans,2007,35350,593,48715.51,14.98,94
26970,Turkey,Soybeans,2007,35350,593,48715.51,18.6,94
26971,Turkey,Wheat,2007,21675,593,48715.51,19.82,94
26972,Turkey,Wheat,2007,21675,593,48715.51,11.87,94
26973,Turkey,Wheat,2007,21675,593,48715.51,12.91,94
26974,Turkey,Wheat,2007,21675,593,48715.51,14.98,94
26975,Turkey,Wheat,2007,21675,593,48715.51,18.6,94
26976,Turkey,Maize,2008,71988,593,37640.2,19.92,94
26977,Turkey,Maize,2008,71988,593,37640.2,11.33,94
26978,Turkey,Maize,2008,71988,593,37640.2,12.7,94
26979,Turkey,Maize,2008,71988,593,37640.2,14.91,94
26980,Turkey,Maize,2008,71988,593,37640.2,18.47,94
26981,Turkey,Potatoes,2008,282947,593,37640.2,19.92,94
26982,Turkey,Potatoes,2008,282947,593,37640.2,11.33,94
26983,Turkey,Potatoes,2008,282947,593,37640.2,12.7,94
26984,Turkey,Potatoes,2008,282947,593,37640.2,14.91,94
26985,Turkey,Potatoes,2008,282947,593,37640.2,18.47,94
26986,Turkey,RicePaddy,2008,75716,593,37640.2,19.92,94
26987,Turkey,RicePaddy,2008,75716,593,37640.2,11.33,94
26988,Turkey,RicePaddy,2008,75716,593,37640.2,12.7,94
26989,Turkey,RicePaddy,2008,75716,593,37640.2,14.91,94
26990,Turkey,RicePaddy,2008,75716,593,37640.2,18.47,94
26991,Turkey,Sorghum,2008,30811,593,37640.2,19.92,94
26992,Turkey,Sorghum,2008,30811,593,37640.2,11.33,94
26993,Turkey,Sorghum,2008,30811,593,37640.2,12.7,94
26994,Turkey,Sorghum,2008,30811,593,37640.2,14.91,94
26995,Turkey,Sorghum,2008,30811,593,37640.2,18.47,94
26996,Turkey,Soybeans,2008,36490,593,37640.2,19.92,94
26997,Turkey,Soybeans,2008,36490,593,37640.2,11.33,94
26998,Turkey,Soybeans,2008,36490,593,37640.2,12.7,94
26999,Turkey,Soybeans,2008,36490,593,37640.2,14.91,94
27000,Turkey,Soybeans,2008,36490,593,37640.2,18.47,94
27001,Turkey,Wheat,2008,23451,593,37640.2,19.92,94
27002,Turkey,Wheat,2008,23451,593,37640.2,11.33,94
27003,Turkey,Wheat,2008,23451,593,37640.2,12.7,94
27004,Turkey,Wheat,2008,23451,593,37640.2,14.91,94
27005,Turkey,Wheat,2008,23451,593,37640.2,18.47,94
27006,Turkey,Maize,2009,71878,593,37651.15,19.94,94
27007,Turkey,Maize,2009,71878,593,37651.15,11.63,94
27008,Turkey,Maize,2009,71878,593,37651.15,12.75,94
27009,Turkey,Maize,2009,71878,593,37651.15,14.95,94
27010,Turkey,Maize,2009,71878,593,37651.15,18.41,94
27011,Turkey,Potatoes,2009,305986,593,37651.15,19.94,94
27012,Turkey,Potatoes,2009,305986,593,37651.15,11.63,94
27013,Turkey,Potatoes,2009,305986,593,37651.15,12.75,94
27014,Turkey,Potatoes,2009,305986,593,37651.15,14.95,94
27015,Turkey,Potatoes,2009,305986,593,37651.15,18.41,94
27016,Turkey,RicePaddy,2009,77765,593,37651.15,19.94,94
27017,Turkey,RicePaddy,2009,77765,593,37651.15,11.63,94
27018,Turkey,RicePaddy,2009,77765,593,37651.15,12.75,94
27019,Turkey,RicePaddy,2009,77765,593,37651.15,14.95,94
27020,Turkey,RicePaddy,2009,77765,593,37651.15,18.41,94
27021,Turkey,Sorghum,2009,51316,593,37651.15,19.94,94
27022,Turkey,Sorghum,2009,51316,593,37651.15,11.63,94
27023,Turkey,Sorghum,2009,51316,593,37651.15,12.75,94
27024,Turkey,Sorghum,2009,51316,593,37651.15,14.95,94
27025,Turkey,Sorghum,2009,51316,593,37651.15,18.41,94
27026,Turkey,Soybeans,2009,36570,593,37651.15,19.94,94
27027,Turkey,Soybeans,2009,36570,593,37651.15,11.63,94
27028,Turkey,Soybeans,2009,36570,593,37651.15,12.75,94
27029,Turkey,Soybeans,2009,36570,593,37651.15,14.95,94
27030,Turkey,Soybeans,2009,36570,593,37651.15,18.41,94
27031,Turkey,Wheat,2009,25667,593,37651.15,19.94,94
27032,Turkey,Wheat,2009,25667,593,37651.15,11.63,94
27033,Turkey,Wheat,2009,25667,593,37651.15,12.75,94
27034,Turkey,Wheat,2009,25667,593,37651.15,14.95,94
27035,Turkey,Wheat,2009,25667,593,37651.15,18.41,94
27036,Turkey,Maize,2010,72614,593,38554.69,21.02,94
27037,Turkey,Maize,2010,72614,593,38554.69,13.27,94
27038,Turkey,Maize,2010,72614,593,38554.69,13.8,94
27039,Turkey,Maize,2010,72614,593,38554.69,15.6,94
27040,Turkey,Maize,2010,72614,593,38554.69,19.27,94
27041,Turkey,Potatoes,2010,323303,593,38554.69,21.02,94
27042,Turkey,Potatoes,2010,323303,593,38554.69,13.27,94
27043,Turkey,Potatoes,2010,323303,593,38554.69,13.8,94
27044,Turkey,Potatoes,2010,323303,593,38554.69,15.6,94
27045,Turkey,Potatoes,2010,323303,593,38554.69,19.27,94
27046,Turkey,RicePaddy,2010,86899,593,38554.69,21.02,94
27047,Turkey,RicePaddy,2010,86899,593,38554.69,13.27,94
27048,Turkey,RicePaddy,2010,86899,593,38554.69,13.8,94
27049,Turkey,RicePaddy,2010,86899,593,38554.69,15.6,94
27050,Turkey,RicePaddy,2010,86899,593,38554.69,19.27,94
27051,Turkey,Sorghum,2010,70968,593,38554.69,21.02,94
27052,Turkey,Sorghum,2010,70968,593,38554.69,13.27,94
27053,Turkey,Sorghum,2010,70968,593,38554.69,13.8,94
27054,Turkey,Sorghum,2010,70968,593,38554.69,15.6,94
27055,Turkey,Sorghum,2010,70968,593,38554.69,19.27,94
27056,Turkey,Soybeans,2010,36869,593,38554.69,21.02,94
27057,Turkey,Soybeans,2010,36869,593,38554.69,13.27,94
27058,Turkey,Soybeans,2010,36869,593,38554.69,13.8,94
27059,Turkey,Soybeans,2010,36869,593,38554.69,15.6,94
27060,Turkey,Soybeans,2010,36869,593,38554.69,19.27,94
27061,Turkey,Wheat,2010,24400,593,38554.69,21.02,94
27062,Turkey,Wheat,2010,24400,593,38554.69,13.27,94
27063,Turkey,Wheat,2010,24400,593,38554.69,13.8,94
27064,Turkey,Wheat,2010,24400,593,38554.69,15.6,94
27065,Turkey,Wheat,2010,24400,593,38554.69,19.27,94
27066,Turkey,Maize,2011,71707,593,39534.43,19.36,94
27067,Turkey,Maize,2011,71707,593,39534.43,10.39,94
27068,Turkey,Maize,2011,71707,593,39534.43,11.6,94
27069,Turkey,Maize,2011,71707,593,39534.43,13.65,94
27070,Turkey,Maize,2011,71707,593,39534.43,17.6,94
